,singleSetAffix,affixName,affixDisplayName,affixTitle,affixId,levelRequirement,type,standardAffixEffectModifier,rerollChance,group,canRollOn,specificRerollChances,rollsOn,classSpecificity,tiers,titleType,t6Compatibility,affixProperties,rarityTier 
236,False,Idol Primalist Chance On Melee Kill To Heal Random Minion To Full,Chance On Melee Kill To Heal A Random Minion To Full Health,Refreshing,236,0,0,0,0,0,[30],[],1,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.15}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 21, 'modifierType': 0, 'setProperty': 0}]",T4
237,False,Idol Mage Stun Immunity After Using Teleport,Seconds Of Stun Immunity After Using Teleport,Phasing,237,0,0,0,0,0,[32],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 3}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 25, 'modifierType': 0, 'setProperty': 0}]",T4
238,False,Idol Mage Chance To Create Fire Aura On Crit,Chance To Cast Fire Aura On Crit (1 second cooldown),Cataclysmic,238,0,0,0,0,0,[33],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.15}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 26, 'modifierType': 0, 'setProperty': 0}]",T4
239,False,Idol Mage Increased Elemental Nova Area,Increased Elemental Nova Area,Expansive,239,0,0,0,0,0,[29],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.11, 'max': 0.3}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 12, 'modifierType': 0, 'setProperty': 0}]",T4
240,False,Idol Mage Increased Fire Aura Damage,Increased Fire Aura Damage,Scorching,240,0,0,0,0,0,[30],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.3, 'max': 1}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 162, 'modifierType': 0, 'setProperty': 0}]",T4
241,False,Idol Mage Static Charges Generated Per Second,Static Charges Generated Per Second,Conduit's,241,0,0,0,0,0,[32],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 5}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 294, 'modifierType': 0, 'setProperty': 0}]",T4
242,False,Idol Mage Increased Cast Speed While You Have Lightning Aegis,Increased Cast Speed While You Have Lightning Aegis,Swift,242,0,0,0,0,0,[30],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.1, 'max': 0.28}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 68, 'modifierType': 0, 'setProperty': 0}]",T4
243,False,Idol Mage Chance To Gain Lightning Aegis When Hit,Chance To Gain Lightning Aegis When Hit,of Conduction,243,0,1,0,0,0,"[30, 32, 33]",[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.1}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 29, 'modifierType': 0, 'setProperty': 0}]",T4
244,False,Idol Mage Ward Granted When Casting Flame Ward,Ward Granted When Casting Flame Ward,Stalwart's,244,0,0,0,0,0,[29],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 42, 'max': 96}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 336, 'modifierType': 0, 'setProperty': 0}]",T4
245,False,Idol Mage Chance To Cast Elemental Nova When Hit,Chance To Cast Elemental Nova When Hit,Elementalist's,245,0,0,0,0,0,[33],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.1}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 31, 'modifierType': 0, 'setProperty': 0}]",T4
247,False,Idol Mage Chance To Cast Fire Aura When Hit,Chance To Cast Fire Aura When Hit (1 second cooldown),of the Flame,247,0,1,0,0,0,"[30, 32]",[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.02, 'max': 0.05}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 32, 'modifierType': 0, 'setProperty': 0}]",T4
248,False,Idol Mage Increased Fire Aura Area,Increased Fire Aura Area,Consuming,248,0,0,0,0,0,[29],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.15, 'max': 0.36}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 1, 'tags': 162, 'modifierType': 0, 'setProperty': 0}]",T4
249,False,Idol Mage Ward Gained When Damage Causes Low Health,Ward Gained When Damage Leaves You At Low Health (5 Second Cooldown),Sheltering,249,0,0,0,0,0,[33],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 35, 'max': 100}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 33, 'modifierType': 0, 'setProperty': 0}]",T4
250,False,Idol Mage Damage Reflected While You Have Lightning Aegis,Damage Reflected While You Have Lightning Aegis,Dynamic,250,0,0,0,0.5,0,[33],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.3, 'max': 1}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 1, 'tags': 68, 'modifierType': 0, 'setProperty': 0}]",T2
251,False,Idol Mage Chance To Cast Lightning Blast When Hit While You Have Lightning Aegis,Chance To Cast Lightning Blast When Hit While You Have Lightning Aegis,Charged,251,0,0,0,0.5,0,[33],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.09, 'max': 0.2}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 2, 'tags': 68, 'modifierType': 0, 'setProperty': 0}]",T2
252,False,Idol Mage Increased Lightning Damage While You Have Lightning Aegis,Increased Lightning Damage While You Have Lightning Aegis,Capacitive,252,0,0,0,0.5,0,[33],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.24, 'max': 0.7}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 3, 'tags': 68, 'modifierType': 0, 'setProperty': 0}]",T2
253,False,Idol Mage Chance To Cast Fire Aura On Kill With Fire Skills,Chance To Cast Fire Aura On Kill With Fire Skills (1 second cooldown),Escalating,253,0,0,0,0,0,[30],[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.07, 'max': 0.2}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 44, 'modifierType': 0, 'setProperty': 0}]",T4
254,False,Idol Mage Increased Lightning Damage Doubled Over 300 Max Mana,Increased Lightning Damage (Doubled If You Have Over 300 Max Mana),of Electromancy,254,0,1,0,0,0,"[29, 31, 33]",[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.16, 'max': 0.4}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 34, 'modifierType': 0, 'setProperty': 0}]",T4
255,False,Idol Mage Increased Cold Damage Doubled Over 300 Max Mana,Increased Cold Damage (Doubled If You Have Over 300 Max Mana),of Cryomancy,255,0,1,0,0,0,"[30, 32]",[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.16, 'max': 0.4}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 35, 'modifierType': 0, 'setProperty': 0}]",T4
256,False,Idol Mage Increased Fire Damage Doubled Over 300 Max Mana,Increased Fire Damage (Doubled If You Have Over 300 Max Mana),of Pyromancy,256,0,1,0,0,0,"[29, 31, 33]",[],1,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.16, 'max': 0.4}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 36, 'modifierType': 0, 'setProperty': 0}]",T4
257,False,Idol Acolyte Increased Health,Health,Vigorous,257,0,0,0,0,0,[30],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.05, 'max': 0.14}]}]",0,0,"[{'modDisplayName': None, 'property': 7, 'specialTag': 0, 'tags': 0, 'modifierType': 1, 'setProperty': 0}]",T4
258,False,Idol Acolyte Poison Chance While At Low Health,Poison Chance While At Low Health,of Attrition,258,0,1,0,0,0,"[29, 31]",[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.15, 'max': 0.4}]}]",0,0,"[{'modDisplayName': None, 'property': 1, 'specialTag': 7, 'tags': 1048576, 'modifierType': 0, 'setProperty': 0}]",T4
259,False,Idol Acolyte Increased Damage Over Time While At Low Health,Damage Over Time While At Low Health,Cursed,259,0,0,0,0,0,[33],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.26, 'max': 0.7}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 1052672, 'modifierType': 1, 'setProperty': 0}]",T4
260,False,Idol Acolyte Chance To Apply Damned,Chance To Apply Damned On Hit,Baneful,260,0,0,0,0,0,[29],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.36}]}]",0,0,"[{'modDisplayName': None, 'property': 1, 'specialTag': 39, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
261,False,Idol Acolyte Increased Damage While Transformed,Damage While Transformed,Abominable,261,0,0,0,0,0,[31],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.26, 'max': 0.7}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 524288, 'modifierType': 1, 'setProperty': 0}]",T4
262,False,Idol Acolyte Less Damage Over Time Taken While Transformed,Damage Over Time Taken While Transformed,Abiding,262,0,0,0,0,0,[30],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': -0.05, 'max': -0.12}]}]",0,0,"[{'modDisplayName': None, 'property': 6, 'specialTag': 0, 'tags': 528384, 'modifierType': 2, 'setProperty': 0}]",T4
263,False,Idol Acolyte Damage Leeched As Health While Transformed,Damage Leeched As Health While Transformed,Siphoning,263,0,0,0,0,0,[],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.1, 'max': 0.3}]}]",0,0,"[{'modDisplayName': None, 'property': 51, 'specialTag': 0, 'tags': 524288, 'modifierType': 0, 'setProperty': 0}]",T4
264,False,Idol Acolyte Reduced Health Cost Of Spells,Reduced Health Cost Of Spells,Anemic,264,0,0,0,0,0,[30],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.15}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 2, 'tags': 253, 'modifierType': 0, 'setProperty': 0}]",T4
265,False,Idol Acolye Chance To Chill With Necrotic Skills,Chance To Chill With Necrotic Skills,Blighted,265,0,0,0,0,0,[30],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.16, 'max': 0.42}]}]",0,0,"[{'modDisplayName': None, 'property': 1, 'specialTag': 3, 'tags': 32, 'modifierType': 0, 'setProperty': 0}]",T4
266,False,Idol Acolyte Increased Aura Of Decay Area,Increased Aura Of Decay Area,Contaminated,266,0,0,0,0,0,[32],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.1, 'max': 0.3}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 256, 'modifierType': 0, 'setProperty': 0}]",T4
268,False,Idol Acolyte Armor Granted By Bone Armor,Armor Granted By Bone Armor,Osseous,268,0,0,0,0,0,[29],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 60, 'max': 200}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 285, 'modifierType': 0, 'setProperty': 0}]",T4
269,False,Idol Acolyte Increased Healing Effectiveness,Healing Effectiveness,Resurgent,269,0,0,0,0.5,0,[33],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.32, 'max': 0.7}]}]",0,0,"[{'modDisplayName': None, 'property': 44, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T2
270,False,Idol Sentinel Increased Warpath Area,Increased Warpath Area,Warlord's,270,0,0,0,0,0,[29],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.1, 'max': 0.3}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 97, 'modifierType': 0, 'setProperty': 0}]",T4
271,False,Idol Sentinel Chance To Apply Time Rot On Hit,Chance To Apply Time Rot On Hit,of Rot,271,0,1,0,0,0,"[29, 31]",[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.11, 'max': 0.3}]}]",0,0,"[{'modDisplayName': None, 'property': 1, 'specialTag': 9, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
272,False,Idol Sentinel Chance To Cast Void Rift On Kill,Chance To Cast Void Rift On Kill,Hollow,272,0,0,0,0,0,[30],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.1}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 49, 'modifierType': 0, 'setProperty': 0}]",T4
273,False,Idol Sentinel Chance To Create Void Essence On Kill,Chance To Create A Void Essence On Kill,Substantial,273,0,0,0,0,0,[31],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.1}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 50, 'modifierType': 0, 'setProperty': 0}]",T4
274,False,Idol Sentinel Increased Area of Void Cleave,Increased Area of Void Cleave,Dark Forging,274,0,0,0,0,0,[31],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.11, 'max': 0.3}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 2, 'tags': 402, 'modifierType': 0, 'setProperty': 0}]",T4
275,False,Idol Sentinel Chance To Cast Divine Bolt On 0 Cost Skill Use,Chance To Cast Divine Bolt When You Use A 0 Cost Skill,Faithful,275,0,0,0,0,0,[32],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.13}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 52, 'modifierType': 0, 'setProperty': 0}]",T4
276,False,Idol Sentinel Chance To Cast Smite On Throwing Attack Hit,Chance To Cast Smite When You Hit With Throwing Attacks,Keen,276,0,0,-0.05,0,0,[33],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.09}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 54, 'modifierType': 0, 'setProperty': 0}]",T4
277,False,Idol Sentinel Health Gained When Stunned,Health Gained When Stunned,Penitent,277,0,0,0,0,0,[32],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 56, 'max': 150}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 55, 'modifierType': 0, 'setProperty': 0}]",T4
278,False,Idol Sentinel Increased Echo Damage When A Skill Echoes,Increased Echo Damage When A Skill Echoes,Chronophage's,278,0,0,0,0,0,[31],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.4, 'max': 10.5}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 57, 'modifierType': 0, 'setProperty': 0}]",T4
279,False,Idol Sentinel Increased Void Damage For 4 Seconds When a Skill Echoes,Increased Void Damage For 4 Seconds When a Skill Echoes,Spiteful,279,0,0,0,0,0,[33],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.3, 'max': 0.8}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 58, 'modifierType': 0, 'setProperty': 0}]",T4
280,False,Idol Sentinel Increased Melee Damage For 4 Seconds When a Skill Echoes,Increased Melee Damage For 4 Seconds When a Skill Echoes,Vindictive,280,0,0,0,0,0,[33],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.65}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 59, 'modifierType': 0, 'setProperty': 0}]",T4
281,False,Idol Sentinel Chance To Gain Inspiration On Kills With Void Skills,Chance To Gain Inspiration On Kills With Void Skills,Inspiring,281,0,0,0,0,0,[30],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.12, 'max': 0.35}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 60, 'modifierType': 0, 'setProperty': 0}]",T4
282,False,Idol Sentinel Increased Damage After Casting Devouring Orb,Increased Damage For 4 Seconds If You Have Cast Devouring Orb Recently,Annihilating,282,0,0,0,0,0,[32],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.22, 'max': 0.6}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 47, 'modifierType': 0, 'setProperty': 0}]",T4
283,False,Idol Sentinel Increased Abyssal Decay Duration,Abyssal Decay Duration,Deep,283,0,0,0,0,0,[29],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.12, 'max': 0.24}]}]",0,0,"[{'modDisplayName': None, 'property': 42, 'specialTag': 12, 'tags': 0, 'modifierType': 1, 'setProperty': 0}]",T4
284,False,Idol Acolye Chance To Fear On Hit,Chance To Fear On Hit,of Terror,284,0,1,0,0,0,"[30, 32, 33]",[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.2}]}]",0,0,"[{'modDisplayName': None, 'property': 1, 'specialTag': 21, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
285,False,Idol Acolyte Increased Ward Retention,Ward Retention,of Preservation,285,0,1,0,0,0,"[30, 32, 33]",[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.3}]}]",0,0,"[{'modDisplayName': None, 'property': 16, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
286,False,Idol Acolyte Minion Increased Cooldown Recovery Speed,Increased Minion Cooldown Recovery Speed,of Insight,286,0,1,0,0,0,"[30, 32, 33]",[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.12, 'max': 0.35}]}]",0,0,"[{'modDisplayName': None, 'property': 70, 'specialTag': 0, 'tags': 8192, 'modifierType': 0, 'setProperty': 0}]",T4
287,False,Idol Acolyte Minion Chance To Mark For Death On Hit,Minion Chance To Apply Mark For Death On Hit,of Condemnation,287,0,1,0,0,0,"[30, 32, 33]",[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.1}]}]",0,0,"[{'modDisplayName': None, 'property': 1, 'specialTag': 17, 'tags': 8192, 'modifierType': 0, 'setProperty': 0}]",T4
288,False,Idol Acolyte Minion Chance To Plague On Hit,Minion Chance To Inflict Plague on Hit,Infected,288,0,0,0,0,0,[29],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.1}]}]",0,0,"[{'modDisplayName': None, 'property': 1, 'specialTag': 18, 'tags': 8192, 'modifierType': 0, 'setProperty': 0}]",T4
289,False,Idol Acolyte Less Damage Over Time Taken,Damage Over Time Taken,of Suspension,289,0,1,0,0,0,"[29, 31]",[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': -0.04, 'max': -0.09}]}]",0,0,"[{'modDisplayName': None, 'property': 6, 'specialTag': 0, 'tags': 4096, 'modifierType': 2, 'setProperty': 0}]",T4
290,False,Idol Acolyte Physical Spell Bleed Chance,Chance To Inflict Bleed On Physical Spell Hit,of Slicing,290,0,1,0,0,0,"[29, 31]",[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.22, 'max': 0.6}]}]",0,0,"[{'modDisplayName': None, 'property': 1, 'specialTag': 2, 'tags': 257, 'modifierType': 0, 'setProperty': 0}]",T4
292,False,Idol Acolyte Increased Spell Damage While At Low Health,Spell Damage While At Low Health,of Bloodwrath,292,0,1,0,0,0,"[29, 31]",[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.75}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 1048832, 'modifierType': 1, 'setProperty': 0}]",T4
293,False,Idol Acolyte Minion Increased Fire Damage,Minion Fire Damage,Cremating,293,0,0,0,0,0,[29],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.39, 'max': 10.08}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 8200, 'modifierType': 1, 'setProperty': 0}]",T4
294,False,Idol Acolyte Minion Increased Cold Damage,Minion Cold Damage,Brittle,294,0,0,0,0,0,[29],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.39, 'max': 10.08}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 8196, 'modifierType': 1, 'setProperty': 0}]",T4
295,False,Idol Acolyte Increased Physical Spell Critical Strike Chance,Physical Spell Critical Strike Chance,of Impact,295,0,1,0,0,0,"[30, 32, 33]",[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.24, 'max': 0.65}]}]",0,0,"[{'modDisplayName': None, 'property': 4, 'specialTag': 0, 'tags': 257, 'modifierType': 1, 'setProperty': 0}]",T4
296,False,Idol Acolyte Spell Poison Chance,Poison Chance On Spell Hit,of Putridity,296,0,1,0,0,0,"[30, 32, 33]",[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.15, 'max': 0.36}]}]",0,0,"[{'modDisplayName': None, 'property': 1, 'specialTag': 7, 'tags': 256, 'modifierType': 0, 'setProperty': 0}]",T4
298,False,Idol Sentinel Sigil Duration,Seconds to Sigils of Hope Duration,Sealed,298,0,0,0,0,0,[32],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 6}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 186, 'modifierType': 0, 'setProperty': 0}]",T4
299,False,Idol Sentinel Chance To Deal Fire Damage On Shield Throw Hit,Chance To Deal 20 Fire Damage On Hit With Shield Throw,Burning,299,0,0,0,0,0,[29],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.15, 'max': 0.4}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 267, 'modifierType': 0, 'setProperty': 0}]",T4
300,False,Idol Sentinel Shield Throw Damage Converted to Void,Shield Throw Damage Converted to Void,Blackfire,300,0,0,-0.33,0,0,[30],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 1, 'tags': 267, 'modifierType': 0, 'setProperty': 0}]",T4
301,False,Idol Sentinel Lightning Damage With Hammer Throw,Lightning Damage With Hammer Throw,Enchanted,301,0,0,0,0,0,[29],[],1,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 12}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 106, 'modifierType': 0, 'setProperty': 0}]",T4
303,False,Idol Acolyte Chance To Cast Poison Nova When Hit,Chance To Cast Poison Nova When Hit,Pustulent,303,0,0,0,0,0,[33],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.1}]}]",0,0,"[{'modDisplayName': None, 'property': 98, 'specialTag': 0, 'tags': 73, 'modifierType': 0, 'setProperty': 0}]",T4
304,False,Idol Acolyte Chance For Hungering Souls To Fire Additional Projectiles,Chance For Hungering Souls To Fire 6 Additional Projectiles,Forbidden,304,0,0,0,0,0,[31],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.25}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 153, 'modifierType': 0, 'setProperty': 0}]",T4
308,False,Idol Acolyte Transplant Increased Cooldown Recovery Speed,Increased Cooldown Recovery Speed With Transplant,of Hemomancy,308,0,1,0,0,0,"[29, 31]",[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.07, 'max': 0.15}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 253, 'modifierType': 0, 'setProperty': 0}]",T4
309,False,Idol Acolyte Necrotic Spell Damage Per Skeletal Mage,Necrotic Spell Damage Per Skeletal Mage,Cultist's,309,0,0,0,0,0,[32],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 2}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 2, 'tags': 291, 'modifierType': 0, 'setProperty': 0}]",T4
310,False,Idol Acolyte Ward On Kill,Ward Gained On Kill,of Rapacity,310,0,1,0,0,0,"[29, 31]",[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 5, 'max': 13}]}]",0,0,"[{'modDisplayName': None, 'property': 39, 'specialTag': 3, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
311,False,Idol Acolyte Chance To Gain Ward On Kill With Hungering Souls,Chance To Gain 20 Ward On Kill With Hungering Souls,Binding,311,0,0,0,0,0,[30],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.6}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 1, 'tags': 153, 'modifierType': 0, 'setProperty': 0}]",T4
315,False,Idol Acolyte Chance For Summon Wraith To Summon Putrid Wraith,Chance For Summon Wraith To Summon A Putrid Wraith Instead,Repulsive,315,0,0,0,0,0,[33],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.6}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 0, 'tags': 146, 'modifierType': 0, 'setProperty': 0}]",T4
316,False,Idol Acolyte Chance For Summon Wraith To Summon Flame Wraith,Chance For Summon Wraith To Summon A Flame Wraith Instead,Ashen,316,0,0,0,0,0,[33],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.6}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 1, 'tags': 146, 'modifierType': 0, 'setProperty': 0}]",T4
317,False,Idol Acolyte Chance To Cast Marrow Shards When You Cast Transplant,Chance To Cast Marrow Shards When You Cast Transplant,Insatiable,317,0,0,0,0,0,[32],[],1,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.07, 'max': 0.17}]}]",0,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 1, 'tags': 253, 'modifierType': 0, 'setProperty': 0}]",T4
