,singleSetAffix,affixName,affixDisplayName,affixTitle,affixId,levelRequirement,type,standardAffixEffectModifier,rerollChance,group,canRollOn,specificRerollChances,rollsOn,classSpecificity,tiers,titleType,t6Compatibility,affixProperties,rarityTier
418,False,Acolyte Increased Damage With Rip Blood And Blood Splatter,Increased Damage With Rip Blood And Blood Splatter,of Gore,418,45,0,0,0.89,6,"[0, 1]",[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.3, 'max': 0.34}, {'min': 0.3, 'max': 0.34}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.35, 'max': 0.42}, {'min': 0.35, 'max': 0.42}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.43, 'max': 0.5}, {'min': 0.43, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.51, 'max': 0.59}, {'min': 0.51, 'max': 0.59}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.6, 'max': 0.75}, {'min': 0.6, 'max': 0.75}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.9, 'max': 10.1}, {'min': 0.9, 'max': 10.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.11, 'max': 10.4}, {'min': 10.11, 'max': 10.4}]}]",1,0,"[{'modDisplayName': 'Increased Rip Blood Damage', 'property': 58, 'specialTag': 0, 'tags': 137, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Increased Blood Splatter Damage', 'property': 58, 'specialTag': 0, 'tags': 138, 'modifierType': 0, 'setProperty': 0}]",T1
419,False,Acolyte Critical Strike Chance For Skeletons And Skeletal Mages,Critical Strike Chance For Skeletons And Skeletal Mages,of Rattling,419,25,0,0,0.89,6,"[0, 1]",[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.01, 'max': 0.01}, {'min': 0.01, 'max': 0.01}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.02, 'max': 0.02}, {'min': 0.02, 'max': 0.02}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.03, 'max': 0.03}, {'min': 0.02, 'max': 0.02}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.03, 'max': 0.03}, {'min': 0.03, 'max': 0.03}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.05}, {'min': 0.04, 'max': 0.05}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.07, 'max': 0.08}, {'min': 0.07, 'max': 0.08}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.09, 'max': 0.1}, {'min': 0.09, 'max': 0.1}]}]",1,0,"[{'modDisplayName': 'Critical Strike Chance for Skeletons', 'property': 58, 'specialTag': 0, 'tags': 120, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Critical Strike Chance for Skeletal Mages', 'property': 58, 'specialTag': 0, 'tags': 291, 'modifierType': 0, 'setProperty': 0}]",T1
192,False,Acolyte +1 Skeleton and Increased Skeleton Damage,+1 Skeleton and Increased Skeleton Damage,of Bones,192,60,0,0.5,0.92,6,[1],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.1, 'max': 0.14}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.15, 'max': 0.19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.2, 'max': 0.24}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.25, 'max': 0.29}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.3, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.75, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.91, 'max': 10.2}]}]",1,0,"[{'modDisplayName': 'Maximum Skeletons', 'property': 58, 'specialTag': 4, 'tags': 120, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Increased Skeleton Damage', 'property': 58, 'specialTag': 3, 'tags': 120, 'modifierType': 0, 'setProperty': 0}]",T1
533,False,Idol Rogue Black Arrows dropped by Dark Quiver and Increased Bow Damage,Black Arrows dropped by Dark Quiver and Increased Bow Damage (hybrid mod),Dragon Slayer's,533,0,0,0,0,0,[31],[],1,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.1, 'max': 0.3}]}]",0,0,"[{'modDisplayName': 'Black Arrows Dropped by Dark Quiver', 'property': 58, 'specialTag': 1, 'tags': 405, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Bow Damage', 'property': 0, 'specialTag': 0, 'tags': 2048, 'modifierType': 1, 'setProperty': 0}]",T4
534,False,Rogue Black Arrows dropped by Dark Quiver and Increased Bow Damage,Black Arrows dropped by Dark Quiver and Increased Bow Damage (hybrid mod),of Dragon Slaying,534,35,0,0.5,0.89,6,[1],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.08, 'max': 0.11}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.12, 'max': 0.17}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.18, 'max': 0.23}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.24, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.5, 'max': 0.65}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.66, 'max': 0.9}]}]",1,0,"[{'modDisplayName': 'Black Arrows dropped by Dark Quiver', 'property': 58, 'specialTag': 1, 'tags': 405, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Bow Damage', 'property': 0, 'specialTag': 0, 'tags': 2048, 'modifierType': 1, 'setProperty': 0}]",T1
536,False,Rogue Max Ballista and Increased Ballista Attack Speed,Max Ballista and Increased Ballista Attack Speed,of Construction,536,18,0,0.5,0.89,6,[1],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.11}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.12, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.24}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.25, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.35, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.48}]}]",1,0,"[{'modDisplayName': 'Maximum Ballistae', 'property': 58, 'specialTag': 0, 'tags': 379, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Increased Ballista Attack Speed', 'property': 58, 'specialTag': 1, 'tags': 379, 'modifierType': 0, 'setProperty': 0}]",T1
537,False,Rogue Mirages and Mana Efficiency with Lethal Mirage,Mirages and Mana Efficiency with Lethal Mirage,of Mirages,537,50,0,0.5,0.89,6,[1],[],0,32,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.1, 'max': 0.13}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.14, 'max': 0.17}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.18, 'max': 0.21}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.22, 'max': 0.25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.26, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.38, 'max': 0.46}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.47, 'max': 0.6}]}]",1,0,"[{'modDisplayName': 'Mirages created by Lethal Mirage', 'property': 58, 'specialTag': 2, 'tags': 468, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Mana Efficiency with Lethal Mirage', 'property': 58, 'specialTag': 1, 'tags': 468, 'modifierType': 0, 'setProperty': 0}]",T1
426,False,Block Chance and Effectiveness,Block Chance and Effectiveness,of Blocking,426,13,1,0,0.2,0,"[21, 4]","[{'equipmentType': 4, 'rerollChance': 0.6}]",0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.01, 'max': 0.01}, {'min': 20, 'max': 40}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.02, 'max': 0.02}, {'min': 41, 'max': 70}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.02, 'max': 0.02}, {'min': 71, 'max': 100}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.02, 'max': 0.02}, {'min': 101, 'max': 130}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.03, 'max': 0.03}, {'min': 131, 'max': 180}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.04}, {'min': 240, 'max': 300}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.04}, {'min': 350, 'max': 500}]}]",0,0,"[{'modDisplayName': 'Block Chance', 'property': 29, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Block Effectiveness', 'property': 53, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
539,False,Primalist Level of Swipe,Level of Swipe,,539,6,0,0,0.86,6,[22],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Swipe', 'property': 88, 'specialTag': 1, 'tags': 19, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}]",T1
540,False,Primalist Level of Summon Wolf,Level of Summon Wolf,,540,4,0,0,0.86,6,[0],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Summon Wolf', 'property': 88, 'specialTag': 1, 'tags': 8, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8192, 'modifierType': 1, 'setProperty': 0}]",T1
541,False,Primalist Level of Tornado,Level of Tornado,,541,25,0,0.5,0.86,6,[1],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Tornado', 'property': 88, 'specialTag': 1, 'tags': 22, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
542,False,Primalist Level of Fury Leap,Level of Fury Leap,,542,4,0,0,0.86,6,[22],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Fury Leap', 'property': 88, 'specialTag': 1, 'tags': 17, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}]",T1
543,False,Primalist Level of Summon Thorn Totem,Level of Summon Thorn Totem,,543,4,0,0,0.86,6,[0],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Summon Thorn Totem', 'property': 88, 'specialTag': 1, 'tags': 58, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Damage for Totems', 'property': 0, 'specialTag': 0, 'tags': 16384, 'modifierType': 1, 'setProperty': 0}]",T1
544,False,Primalist Level of Summon Spriggan,Level of Summon Spriggan,,544,30,0,0,0.86,6,[0],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Summon Spriggan', 'property': 88, 'specialTag': 1, 'tags': 75, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8192, 'modifierType': 1, 'setProperty': 0}]",T1
545,False,Primalist Level of Summon Frenzy Totem,Level of Summon Frenzy Totem,,545,35,0,0,0.86,5,[22],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.1, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.61, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.81, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.42, 'max': 10.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.61, 'max': 2}]}]",1,0,"[{'modDisplayName': 'Summon Frenzy Totem', 'property': 88, 'specialTag': 1, 'tags': 282, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Minion Health', 'property': 7, 'specialTag': 0, 'tags': 8192, 'modifierType': 1, 'setProperty': 0}]",T1
546,False,Mage Level of Elemental Nova,Level of Elemental Nova,,546,4,0,0,0.86,6,[0],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Elemental Nova', 'property': 88, 'specialTag': 1, 'tags': 12, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Elemental Damage', 'property': 0, 'specialTag': 0, 'tags': 128, 'modifierType': 1, 'setProperty': 0}]",T1
547,False,Mage Level of Mana Strike,Level of Mana Strike,,547,6,0,0.5,0.86,6,[1],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Mana Strike', 'property': 88, 'specialTag': 1, 'tags': 29, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Lightning Damage', 'property': 0, 'specialTag': 0, 'tags': 2, 'modifierType': 1, 'setProperty': 0}]",T1
548,False,Mage Fireball Pierce Chance,Fireball Pierce Chance,,548,18,0,0,0.89,6,[0],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.12, 'max': 0.19}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.27}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.28, 'max': 0.35}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.36, 'max': 0.45}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.46, 'max': 0.6}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.65, 'max': 0.79}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.8, 'max': 1}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Pierce Chance with Fireball', 'property': 58, 'specialTag': 0, 'tags': 1, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
549,False,Mage Level of Fireball,Level of Fireball,,549,7,0,0.5,0.86,6,[1],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Fireball', 'property': 88, 'specialTag': 1, 'tags': 1, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
550,False,Mage Level of Glacier,Level of Glacier,,550,7,0,0.5,0.86,6,[1],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Glacier', 'property': 88, 'specialTag': 1, 'tags': 47, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
551,False,Mage Level of Meteor,Level of Meteor,,551,25,0,0.5,0.86,6,[1],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Meteor', 'property': 88, 'specialTag': 1, 'tags': 7, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
