,Unnamed: 0,baseTypeName,baseTypeId,maxAffixes,affixEffectModifier,size,type,isWeapon,maxSockets,minimumDropLevel,rerollChance,subTypeClassSpecificity,classAffinity,affinityRerollChance,usePerClassIncompatibilityDropLists,perClassIncompatibilityDropLists,displayName,subTypeId,levelRequirement,cannotDrop,itemTags,implicits,addedWeaponRange,attackRate,classRequirement,subClassRequirement,IMSetTier,uniques.1.displayName,uniques.1.overrideLevelRequirement,uniques.1.levelRequirement,uniques.1.uniqueId,uniques.1.setId,uniques.1.rerollChance,uniques.1.noWorldDrops,uniques.1.isFractureUnique,uniques.1.isSetUnique,uniques.1.isLegendary,uniques.1.basicMods,uniques.1.descriptionParts,uniques.1.loreText,uniques.1.sprite,uniques.1.hideLevelRequirement,uniques.2.displayName,uniques.2.overrideLevelRequirement,uniques.2.levelRequirement,uniques.2.uniqueId,uniques.2.setId,uniques.2.rerollChance,uniques.2.noWorldDrops,uniques.2.isFractureUnique,uniques.2.isSetUnique,uniques.2.isLegendary,uniques.2.basicMods,uniques.2.descriptionParts,uniques.2.loreText,uniques.2.sprite,uniques.2.hideLevelRequirement
248,248,2H Swords,16,4,20.2,"{'x': 2, 'y': 4}",16,1,0,0,0.0,0,0,0,0,[],Flamberge,7,70,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 90, 'implicitMaxValue': 90}]",0.5,10.1,0,0,0,Dreamthorn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 25, 'property': 0, 'specialTag': 0, 'tags': 528, 'type': 0, 'hideStatMod': 0}, {'value': 125, 'property': 59, 'specialTag': 0, 'tags': 16, 'type': 0, 'hideStatMod': 0}, {'value': 0.1, 'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 20, 'property': 38, 'specialTag': 6, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 250, 'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]",[],"Eater of dreams, weaver of nightmares",IIwBmDYRB2ayA.png,True,,,,,,,,,,,,,,,
249,249,2H Swords,16,4,20.2,"{'x': 2, 'y': 4}",16,1,0,0,0.0,0,0,0,0,[],Hollow Blade,8,77,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 66, 'implicitMaxValue': 66}, {'property': 0, 'specialTag': 0, 'tags': 528, 'type': 0, 'implicitValue': 22, 'implicitMaxValue': 42}, {'property': 59, 'specialTag': 0, 'tags': 16, 'type': 0, 'implicitValue': 0.06, 'implicitMaxValue': 0.12}]",0.5,10.06,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,250,2H Swords,16,4,20.2,"{'x': 2, 'y': 4}",16,1,0,0,0.0,0,0,0,0,[],Zweihander,9,80,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 100, 'implicitMaxValue': 100}, {'property': 59, 'specialTag': 0, 'tags': 1, 'type': 0, 'implicitValue': 0.05, 'implicitMaxValue': 0.15}]",0.5,10.02,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,251,2H Swords,16,4,20.2,"{'x': 2, 'y': 4}",16,1,0,0,0.0,0,0,0,0,[],Solarum Greatsword,10,80,1,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 120, 'implicitMaxValue': 120}]",10.1,0.76,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,252,Quiver,17,4,0.0,"{'x': 2, 'y': 3}",17,0,0,0,0.9,0,16,0,0,[],Light Quiver,0,0,0,0,"[{'property': 2, 'specialTag': 0, 'tags': 2048, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,253,Quiver,17,4,0.0,"{'x': 2, 'y': 3}",17,0,0,0,0.9,0,16,0,0,[],Heavy Quiver,1,7,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2048, 'type': 1, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,254,Quiver,17,4,0.0,"{'x': 2, 'y': 3}",17,0,0,0,0.9,0,16,0,0,[],Ivory Quiver,2,23,0,0,"[{'property': 64, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}, {'property': 27, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,255,Quiver,17,4,0.0,"{'x': 2, 'y': 3}",17,0,0,0,0.9,0,16,0,0,[],Nomad Quiver,3,44,0,0,"[{'property': 1, 'specialTag': 2, 'tags': 2048, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.4}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,256,Quiver,17,4,0.0,"{'x': 2, 'y': 3}",17,0,0,0,0.9,0,16,0,0,[],Farwood Quiver,4,48,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2052, 'type': 0, 'implicitValue': 5, 'implicitMaxValue': 9}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,257,Quiver,17,4,0.0,"{'x': 2, 'y': 3}",17,0,0,0,0.9,0,16,0,0,[],Skalnir Quiver,5,52,0,0,"[{'property': 5, 'specialTag': 0, 'tags': 2048, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,258,Quiver,17,4,0.0,"{'x': 2, 'y': 3}",17,0,0,0,0.9,0,16,0,0,[],Nagasa Quiver,6,65,0,0,"[{'property': 1, 'specialTag': 7, 'tags': 2048, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259,Quiver,17,4,0.0,"{'x': 2, 'y': 3}",17,0,0,0,0.9,0,16,0,0,[],Spidersilk Quiver,7,68,0,0,"[{'property': 1, 'specialTag': 6, 'tags': 2048, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.6}, {'property': 0, 'specialTag': 0, 'tags': 4096, 'type': 1, 'implicitValue': 0.25, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,260,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Wooden Shield,0,0,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.18, 'implicitMaxValue': 0.18}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 80, 'implicitMaxValue': 120}]",0.0,1.0,0,0,0,The Slab,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': -1000000.0, 'property': 6, 'specialTag': 6, 'tags': 0, 'type': 0, 'hideStatMod': 1}, {'value': -0.4, 'property': 29, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}]","[{'description': '100% reduced damage taken on block', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]","Some slabs mark the dead, this one marks the living.",IIwBmA4Sh2Mg.png,True,,,,,,,,,,,,,,,
261,261,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Targe,1,3,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.16, 'implicitMaxValue': 0.16}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 80, 'implicitMaxValue': 140}, {'property': 52, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.06, 'implicitMaxValue': 0.12}]",0.0,1.0,0,0,0,Close Call,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': -0.5, 'property': 53, 'specialTag': 0, 'tags': 0, 'type': 2, 'hideStatMod': 0}, {'value': 80, 'property': 11, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '40% increased dodge rating for each hit you have blocked recently', 'altText': 'Recently is defined as within the last 4 seconds', 'setPart': 0, 'setItemRequirement': 0}]","Light on your feet, with a foot in the grave",IIwBmA4TB2Mg.png,True,,,,,,,,,,,,,,,
262,262,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Heater Shield,2,15,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.2}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 150, 'implicitMaxValue': 180}, {'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 80, 'implicitMaxValue': 80}]",0.0,1.0,0,0,0,Soul Bastion,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.1, 'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 500, 'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': 'Gains a Soul Charge on kill', 'altText': 'Soul charges last for 10 seconds', 'setPart': 0, 'setItemRequirement': 0}, {'description': 'At 5 soul charges, casts Soul Eruption', 'altText': 'Soul Eruption creates 5 souls that target enemies and apply Marked for Death. Also applies Marked for Death to you', 'setPart': 0, 'setItemRequirement': 0}]",The weight of souls is too much for most,IIwBmA4RAmB2Mg.png,True,,,,,,,,,,,,,,,
263,263,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Cavalier Shield,4,24,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.22, 'implicitMaxValue': 0.22}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 350, 'implicitMaxValue': 500}]",0.0,1.0,0,0,0,Rahyeh's Light,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 100, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 0.15, 'property': 0, 'specialTag': 0, 'tags': 8, 'type': 1, 'hideStatMod': 0}]","[{'description': '50% less fire spell duration', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Refresh the duration of fireshield at the cost of 80 ward at the end of its duration', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",Burn with the fire of the eternal sun,IIwBmA4RAWB2Mg.png,True,,,,,,,,,,,,,,,
264,264,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Tower Shield,5,30,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.28, 'implicitMaxValue': 0.28}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 200, 'implicitMaxValue': 300}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,265,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Bandit Shield,6,36,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.19, 'implicitMaxValue': 0.19}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 215, 'implicitMaxValue': 275}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.25, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Root Shield,7,41,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.21, 'implicitMaxValue': 0.21}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 240, 'implicitMaxValue': 320}, {'property': 76, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 45, 'implicitMaxValue': 70}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Frostbound Shield,8,45,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.17, 'implicitMaxValue': 0.17}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 400, 'implicitMaxValue': 460}, {'property': 67, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.75, 'implicitMaxValue': 10.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,268,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Kite Shield,9,50,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.25}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 600, 'implicitMaxValue': 800}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,269,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Meruna Shell,10,52,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.23, 'implicitMaxValue': 0.23}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 325, 'implicitMaxValue': 425}, {'property': 0, 'specialTag': 0, 'tags': 513, 'type': 1, 'implicitValue': 0.45, 'implicitMaxValue': 0.75}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,270,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Mountain Shield,11,59,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.26, 'implicitMaxValue': 0.26}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 440, 'implicitMaxValue': 520}, {'property': 75, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.11, 'implicitMaxValue': 0.15}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,271,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Carapace Shield,12,64,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.28, 'implicitMaxValue': 0.28}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 500, 'implicitMaxValue': 585}, {'property': 28, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.75, 'implicitMaxValue': 0.75}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,272,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Ironglass Shield,13,72,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.35, 'implicitMaxValue': 0.35}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 400, 'implicitMaxValue': 620}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,273,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Dawn Shield,14,76,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.3}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 750, 'implicitMaxValue': 1000.0}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,274,Shield,18,4,0.17,"{'x': 2, 'y': 3}",18,0,0,0,0.0,0,0,0,0,[],Rotskin Round Shield,15,65,1,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.2}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 200, 'implicitMaxValue': 600}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,275,Catalyst,19,4,0.17,"{'x': 2, 'y': 2}",19,0,0,5,0.8,0,10,0,0,[],Tattered Scroll,0,0,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 2, 'implicitMaxValue': 6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,276,Catalyst,19,4,0.17,"{'x': 2, 'y': 2}",19,0,0,5,0.8,0,10,0,0,[],Skull Lantern,1,11,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 3, 'implicitMaxValue': 6}, {'property': 4, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.03}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,277,Catalyst,19,4,0.17,"{'x': 2, 'y': 2}",19,0,0,5,0.8,0,10,0,0,[],Copper Aegis,2,25,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 4, 'implicitMaxValue': 8}, {'property': 92, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 5, 'implicitMaxValue': 10}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,278,Catalyst,19,4,0.17,"{'x': 2, 'y': 2}",19,0,0,5,0.8,0,10,0,0,[],Ashen Skull,3,37,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 6, 'implicitMaxValue': 10}, {'property': 4, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.04}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,279,Catalyst,19,4,0.17,"{'x': 2, 'y': 2}",19,0,0,5,0.8,0,10,0,0,[],Brass Aegis,4,46,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 7, 'implicitMaxValue': 12}, {'property': 92, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 11, 'implicitMaxValue': 20}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,280,Catalyst,19,4,0.17,"{'x': 2, 'y': 2}",19,0,0,5,0.8,0,10,0,0,[],Unread Scroll,5,62,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 8, 'implicitMaxValue': 14}, {'property': 4, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.06}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,281,Catalyst,19,4,0.17,"{'x': 2, 'y': 2}",19,0,0,5,0.8,0,10,0,0,[],Bloodrust Aegis,6,74,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 9, 'implicitMaxValue': 15}, {'property': 92, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 21, 'implicitMaxValue': 40}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,282,Amulet,20,4,0.17,"{'x': 1, 'y': 1}",20,0,0,0,0.0,0,0,0,0,[],Copper Amulet,0,18,0,0,"[{'property': 15, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.06, 'implicitMaxValue': 0.2}, {'property': 0, 'specialTag': 0, 'tags': 258, 'type': 0, 'implicitValue': 2, 'implicitMaxValue': 3}]",0.0,1.0,0,0,0,Strong Mind,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 30, 'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '150% of maximum mana added as stun avoidance', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Cast a small lightning explosion when you are stunned', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",Stand Fast,IIwBgTCkg7CxA.png,True,,,,,,,,,,,,,,,
283,283,Amulet,20,4,0.17,"{'x': 1, 'y': 1}",20,0,0,0,0.0,0,0,0,0,[],Jade Amulet,1,4,0,0,"[{'property': 2, 'specialTag': 0, 'tags': 512, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.15}, {'property': 2, 'specialTag': 0, 'tags': 1024, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.15}]",0.0,1.0,0,0,0,Bleeding Heart,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': -0.35, 'property': 17, 'specialTag': 0, 'tags': 0, 'type': 2, 'hideStatMod': 0}, {'value': 0.5, 'property': 51, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': 'You are inflicted with bleed when you cast a spell', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",Drink the blood of the weak,IIwBgTCnA7CxA.png,True,Chimaera's Essence,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 10.4, 'property': 0, 'specialTag': 0, 'tags': 524288, 'type': 1, 'hideStatMod': 1}, {'value': 0.1, 'property': 9, 'specialTag': 0, 'tags': 524288, 'type': 1, 'hideStatMod': 1}, {'value': -0.2, 'property': 30, 'specialTag': 0, 'tags': 524288, 'type': 1, 'hideStatMod': 1}]","[{'description': '140% increased damage while shapeshifted', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': '10% increased movement speed while shapeshifted', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': '20% reduced armor and protections while shapeshifted', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]","Shifting, Changing, Striking",IIwBgTCnA7OQ.png,True
284,284,Amulet,20,4,0.17,"{'x': 1, 'y': 1}",20,0,0,0,0.0,0,0,0,0,[],Silver Amulet,2,24,0,0,"[{'property': 4, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.35}]",0.0,1.0,0,0,0,The Invoker's Frozen Heart,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,"[{'value': -0.1, 'property': 6, 'specialTag': 0, 'tags': 4, 'type': 2, 'hideStatMod': 0}]","[{'description': '50% increased freeze duration with Snap Freeze', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Casting a lightning spell gives 20% more fire damage, casting a fire spell  gives 20% more cold damage, casting a cold spell  gives 20% more lightning damage', 'altText': 'Buffs last 4 seconds and do not stack', 'setPart': 1, 'setItemRequirement': 2}, {'description': '+500 elemental protection', 'altText': None, 'setPart': 1, 'setItemRequirement': 3}]","...alone with ice in his heart, he gained mastery of his art...",IIwBgTClgHCxA.png,True,,,,,,,,,,,,,,,
285,285,Amulet,20,4,0.17,"{'x': 1, 'y': 1}",20,0,0,0,0.0,0,0,0,0,[],Brass Amulet,3,4,0,0,"[{'property': 3, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.15}]",0.0,1.0,0,0,0,The Claw,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 30, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 6, 'property': 0, 'specialTag': 0, 'tags': 8705, 'type': 0, 'hideStatMod': 1}]","[{'description': '+1 Maximum Wolf', 'altText': 'Affects the Summon Wolf skill. Does not increase your maximum number of companions.', 'setPart': 0, 'setItemRequirement': 0}, {'description': '+6 Melee Physical Damage for Minions', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",A wolf never hunts alone,IIwBgTCkMwOwsQ.png,True,,,,,,,,,,,,,,,
286,286,Amulet,20,4,0.17,"{'x': 1, 'y': 1}",20,0,0,0,0.0,0,0,0,0,[],Turquoise Amulet,4,36,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 8192, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.35}, {'property': 4, 'specialTag': 0, 'tags': 8192, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.35}]",0.0,1.0,0,0,0,Death Rattle,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.2, 'property': 6, 'specialTag': 0, 'tags': 8192, 'type': 1, 'hideStatMod': 1}, {'value': 10.4, 'property': 5, 'specialTag': 0, 'tags': 8192, 'type': 0, 'hideStatMod': 0}]","[{'description': 'Your minions take 20% increased damage', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Regain 20 health on minion death', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",The rattle of the dying is the sound of weakness leaving the world,IIwBgTCkCwOwsQ.png,True,,,,,,,,,,,,,,,
287,287,Amulet,20,4,0.17,"{'x': 1, 'y': 1}",20,0,0,0,0.0,0,0,0,0,[],Ruby Amulet,5,0,0,0,"[{'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 5, 'implicitMaxValue': 25}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,288,Amulet,20,4,0.17,"{'x': 1, 'y': 1}",20,0,0,0,0.0,0,0,0,0,[],Sapphire Amulet,6,44,0,0,"[{'property': 67, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 1}, {'property': 14, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,289,Amulet,20,4,0.17,"{'x': 1, 'y': 1}",20,0,0,0,0.0,0,0,0,0,[],Bone Amulet,7,58,0,0,"[{'property': 64, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.13, 'implicitMaxValue': 0.4}, {'property': 27, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.13, 'implicitMaxValue': 0.4}]",0.0,1.0,0,0,0,The Fang,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 60, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 12, 'property': 0, 'specialTag': 0, 'tags': 8705, 'type': 0, 'hideStatMod': 1}, {'value': 1, 'property': 56, 'specialTag': 0, 'tags': 8192, 'type': 0, 'hideStatMod': 1}]","[{'description': '+1 Maximum Wolf', 'altText': 'Affects the Summon Wolf skill. Does not increase your maximum number of companions.', 'setPart': 0, 'setItemRequirement': 0}, {'description': '+12 Melee Physical Damage for Minions', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Your minions cannot be stunned', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",A wolf never hunts alone,IIwBgTCkOxSxA.png,True,,,,,,,,,,,,,,,
