,displayName,subTypeId,levelRequirement,cannotDrop,itemTags,implicits,addedWeaponRange,attackRate,classRequirement,subClassRequirement,IMSetTier,uniques.1.displayName,uniques.1.overrideLevelRequirement,uniques.1.levelRequirement,uniques.1.uniqueId,uniques.1.setId,uniques.1.rerollChance,uniques.1.noWorldDrops,uniques.1.isFractureUnique,uniques.1.isSetUnique,uniques.1.isLegendary,uniques.1.basicMods,uniques.1.descriptionParts,uniques.1.loreText,uniques.1.sprite,uniques.1.hideLevelRequirement,uniques.2.displayName,uniques.2.overrideLevelRequirement,uniques.2.levelRequirement,uniques.2.uniqueId,uniques.2.setId,uniques.2.rerollChance,uniques.2.noWorldDrops,uniques.2.isFractureUnique,uniques.2.isSetUnique,uniques.2.isLegendary,uniques.2.basicMods,uniques.2.descriptionParts,uniques.2.loreText,uniques.2.sprite,uniques.2.hideLevelRequirement
228,Sacrificial Staff,2,13,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 21, 'implicitMaxValue': 21}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 11, 'implicitMaxValue': 14}, {'property': 58, 'specialTag': 2, 'tags': 253, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.4}]",0.7,0.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Quarter Staff,3,23,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 42, 'implicitMaxValue': 42}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 20, 'implicitMaxValue': 24}, {'property': 2, 'specialTag': 0, 'tags': 512, 'type': 1, 'implicitValue': 0.2, 'implicitMaxValue': 0.24}]",0.7,0.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Imperial Staff,4,29,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 45, 'implicitMaxValue': 45}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 23, 'implicitMaxValue': 35}, {'property': 66, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': -3, 'implicitMaxValue': -3}]",0.7,0.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Spine Rod,5,38,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 53, 'implicitMaxValue': 53}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 39, 'implicitMaxValue': 47}, {'property': 0, 'specialTag': 0, 'tags': 4096, 'type': 1, 'implicitValue': 0.39, 'implicitMaxValue': 0.93}]",0.7,0.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Shamanic Staff,6,46,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 56, 'implicitMaxValue': 56}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 39, 'implicitMaxValue': 47}, {'property': 0, 'specialTag': 0, 'tags': 16384, 'type': 1, 'implicitValue': 0.46, 'implicitMaxValue': 0.86}]",0.7,0.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Moon Staff,7,50,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 78, 'implicitMaxValue': 78}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 60, 'implicitMaxValue': 68}, {'property': 66, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': -3, 'implicitMaxValue': -3}]",0.7,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Crystal Staff,8,58,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 72, 'implicitMaxValue': 72}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 72, 'implicitMaxValue': 80}, {'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 60, 'implicitMaxValue': 80}]",0.7,0.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Horned Staff,9,66,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 79, 'implicitMaxValue': 79}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 79, 'implicitMaxValue': 91}, {'property': 88, 'specialTag': 0, 'tags': 8192, 'type': 0, 'implicitValue': 1, 'implicitMaxValue': 1}]",0.7,0.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Temple Staff,10,70,0,0,"[{'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 90, 'implicitMaxValue': 100}, {'property': 18, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.2, 'implicitMaxValue': 0.3}, {'property': 66, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': -3, 'implicitMaxValue': -3}]",0.7,0.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Bladed Staff,11,74,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 94, 'implicitMaxValue': 94}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 84, 'implicitMaxValue': 104}, {'property': 88, 'specialTag': 0, 'tags': 512, 'type': 0, 'implicitValue': 1, 'implicitMaxValue': 1}]",0.7,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Gate Staff,12,80,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 92, 'implicitMaxValue': 92}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 102, 'implicitMaxValue': 122}, {'property': 66, 'specialTag': 0, 'tags': 256, 'type': 1, 'implicitValue': 0.2, 'implicitMaxValue': 0.52}]",0.7,0.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Dragon Staff,13,85,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 95, 'implicitMaxValue': 95}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 85, 'implicitMaxValue': 95}, {'property': 88, 'specialTag': 0, 'tags': 128, 'type': 0, 'implicitValue': 1, 'implicitMaxValue': 1}]",0.7,0.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Abyssal Staff,14,70,1,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 70, 'implicitMaxValue': 70}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 63, 'implicitMaxValue': 80}, {'property': 66, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': -3, 'implicitMaxValue': -3}]",0.7,0.92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Bastard Sword,0,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 20, 'implicitMaxValue': 20}]",0.5,10.06,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Split Greatsword,1,10,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 30}]",0.3,10.02,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Imperial Warblade,2,24,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 40, 'implicitMaxValue': 40}, {'property': 1, 'specialTag': 8, 'tags': 512, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.25}]",0.5,10.06,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Khopesh,3,36,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 50, 'implicitMaxValue': 50}]",0.5,10.1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Claymore,4,46,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 60, 'implicitMaxValue': 60}, {'property': 14, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.35, 'implicitMaxValue': 0.45}]",0.5,10.06,0,0,0,The Last Laugh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 30, 'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'hideStatMod': 0}, {'value': 0.15, 'property': 65, 'specialTag': 0, 'tags': 513, 'type': 0, 'hideStatMod': 1}, {'value': 5, 'property': 19, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': 'Instantly kill enemies that are below 15% health', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': '+5% melee critical strike chance if you have less than 100 dodge rating', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]","When the headsman's blade falls, Sarno laughs in triumph",IIwBmDYRAWB2Mg.png,True,,,,,,,,,,,,,,,
246,Odachi,5,56,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 70, 'implicitMaxValue': 70}, {'property': 5, 'specialTag': 0, 'tags': 512, 'type': 0, 'implicitValue': 1, 'implicitMaxValue': 10.7}]",0.5,10.02,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Winged Blade,6,61,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 80, 'implicitMaxValue': 80}, {'property': 51, 'specialTag': 0, 'tags': 512, 'type': 0, 'implicitValue': 0.5, 'implicitMaxValue': 10.5}]",0.5,10.06,0,0,0,Volcanus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 37, 'property': 0, 'specialTag': 0, 'tags': 520, 'type': 0, 'hideStatMod': 0}, {'value': 0.7, 'property': 51, 'specialTag': 0, 'tags': 8, 'type': 0, 'hideStatMod': 0}]","[{'description': '10% chance to cast flame shards on melee hit', 'altText': 'Flame shards deal 8% increased damage per point of intelligence or attunement', 'setPart': 0, 'setItemRequirement': 0}]",Crafted in the divine era in the great forges beneath the mountains of Rahyeh,IIwBmDYRcHYyA.png,True,,,,,,,,,,,,,,,
248,Flamberge,7,70,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 90, 'implicitMaxValue': 90}]",0.5,10.1,0,0,0,Dreamthorn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 25, 'property': 0, 'specialTag': 0, 'tags': 528, 'type': 0, 'hideStatMod': 0}, {'value': 125, 'property': 59, 'specialTag': 0, 'tags': 16, 'type': 0, 'hideStatMod': 0}, {'value': 0.1, 'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 20, 'property': 38, 'specialTag': 6, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 250, 'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]",[],"Eater of dreams, weaver of nightmares",IIwBmDYRB2ayA.png,True,,,,,,,,,,,,,,,
249,Hollow Blade,8,77,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 66, 'implicitMaxValue': 66}, {'property': 0, 'specialTag': 0, 'tags': 528, 'type': 0, 'implicitValue': 22, 'implicitMaxValue': 42}, {'property': 59, 'specialTag': 0, 'tags': 16, 'type': 0, 'implicitValue': 0.06, 'implicitMaxValue': 0.12}]",0.5,10.06,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Zweihander,9,80,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 100, 'implicitMaxValue': 100}, {'property': 59, 'specialTag': 0, 'tags': 1, 'type': 0, 'implicitValue': 0.05, 'implicitMaxValue': 0.15}]",0.5,10.02,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Solarum Greatsword,10,80,1,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 120, 'implicitMaxValue': 120}]",10.1,0.76,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Light Quiver,0,0,0,0,"[{'property': 2, 'specialTag': 0, 'tags': 2048, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.1}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Heavy Quiver,1,7,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2048, 'type': 1, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Ivory Quiver,2,23,0,0,"[{'property': 64, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}, {'property': 27, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Nomad Quiver,3,44,0,0,"[{'property': 1, 'specialTag': 2, 'tags': 2048, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.4}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Farwood Quiver,4,48,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 2052, 'type': 0, 'implicitValue': 5, 'implicitMaxValue': 9}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Skalnir Quiver,5,52,0,0,"[{'property': 5, 'specialTag': 0, 'tags': 2048, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Nagasa Quiver,6,65,0,0,"[{'property': 1, 'specialTag': 7, 'tags': 2048, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Spidersilk Quiver,7,68,0,0,"[{'property': 1, 'specialTag': 6, 'tags': 2048, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.6}, {'property': 0, 'specialTag': 0, 'tags': 4096, 'type': 1, 'implicitValue': 0.25, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Wooden Shield,0,0,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.18, 'implicitMaxValue': 0.18}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 80, 'implicitMaxValue': 120}]",0.0,1.0,0,0,0,The Slab,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': -1000000.0, 'property': 6, 'specialTag': 6, 'tags': 0, 'type': 0, 'hideStatMod': 1}, {'value': -0.4, 'property': 29, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}]","[{'description': '100% reduced damage taken on block', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]","Some slabs mark the dead, this one marks the living.",IIwBmA4Sh2Mg.png,True,,,,,,,,,,,,,,,
261,Targe,1,3,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.16, 'implicitMaxValue': 0.16}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 80, 'implicitMaxValue': 140}, {'property': 52, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.06, 'implicitMaxValue': 0.12}]",0.0,1.0,0,0,0,Close Call,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': -0.5, 'property': 53, 'specialTag': 0, 'tags': 0, 'type': 2, 'hideStatMod': 0}, {'value': 80, 'property': 11, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '40% increased dodge rating for each hit you have blocked recently', 'altText': 'Recently is defined as within the last 4 seconds', 'setPart': 0, 'setItemRequirement': 0}]","Light on your feet, with a foot in the grave",IIwBmA4TB2Mg.png,True,,,,,,,,,,,,,,,
262,Heater Shield,2,15,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.2}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 150, 'implicitMaxValue': 180}, {'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 80, 'implicitMaxValue': 80}]",0.0,1.0,0,0,0,Soul Bastion,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.1, 'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 500, 'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': 'Gains a Soul Charge on kill', 'altText': 'Soul charges last for 10 seconds', 'setPart': 0, 'setItemRequirement': 0}, {'description': 'At 5 soul charges, casts Soul Eruption', 'altText': 'Soul Eruption creates 5 souls that target enemies and apply Marked for Death. Also applies Marked for Death to you', 'setPart': 0, 'setItemRequirement': 0}]",The weight of souls is too much for most,IIwBmA4RAmB2Mg.png,True,,,,,,,,,,,,,,,
263,Cavalier Shield,4,24,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.22, 'implicitMaxValue': 0.22}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 350, 'implicitMaxValue': 500}]",0.0,1.0,0,0,0,Rahyeh's Light,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 100, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 0.15, 'property': 0, 'specialTag': 0, 'tags': 8, 'type': 1, 'hideStatMod': 0}]","[{'description': '50% less fire spell duration', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Refresh the duration of fireshield at the cost of 80 ward at the end of its duration', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",Burn with the fire of the eternal sun,IIwBmA4RAWB2Mg.png,True,,,,,,,,,,,,,,,
264,Tower Shield,5,30,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.28, 'implicitMaxValue': 0.28}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 200, 'implicitMaxValue': 300}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Bandit Shield,6,36,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.19, 'implicitMaxValue': 0.19}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 215, 'implicitMaxValue': 275}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.25, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Root Shield,7,41,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.21, 'implicitMaxValue': 0.21}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 240, 'implicitMaxValue': 320}, {'property': 76, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 45, 'implicitMaxValue': 70}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Frostbound Shield,8,45,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.17, 'implicitMaxValue': 0.17}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 400, 'implicitMaxValue': 460}, {'property': 67, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.75, 'implicitMaxValue': 10.5}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Kite Shield,9,50,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.25, 'implicitMaxValue': 0.25}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 600, 'implicitMaxValue': 800}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Meruna Shell,10,52,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.23, 'implicitMaxValue': 0.23}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 325, 'implicitMaxValue': 425}, {'property': 0, 'specialTag': 0, 'tags': 513, 'type': 1, 'implicitValue': 0.45, 'implicitMaxValue': 0.75}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Mountain Shield,11,59,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.26, 'implicitMaxValue': 0.26}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 440, 'implicitMaxValue': 520}, {'property': 75, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.11, 'implicitMaxValue': 0.15}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Carapace Shield,12,64,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.28, 'implicitMaxValue': 0.28}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 500, 'implicitMaxValue': 585}, {'property': 28, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.75, 'implicitMaxValue': 0.75}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Ironglass Shield,13,72,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.35, 'implicitMaxValue': 0.35}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 400, 'implicitMaxValue': 620}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Dawn Shield,14,76,0,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.3}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 750, 'implicitMaxValue': 1000.0}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Rotskin Round Shield,15,65,1,0,"[{'property': 29, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.2}, {'property': 53, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 200, 'implicitMaxValue': 600}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Tattered Scroll,0,0,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 2, 'implicitMaxValue': 6}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Skull Lantern,1,11,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 3, 'implicitMaxValue': 6}, {'property': 4, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.03}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Copper Aegis,2,25,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 4, 'implicitMaxValue': 8}, {'property': 92, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 5, 'implicitMaxValue': 10}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Ashen Skull,3,37,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 6, 'implicitMaxValue': 10}, {'property': 4, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.04}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Brass Aegis,4,46,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 7, 'implicitMaxValue': 12}, {'property': 92, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 11, 'implicitMaxValue': 20}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Unread Scroll,5,62,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 8, 'implicitMaxValue': 14}, {'property': 4, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.06}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Bloodrust Aegis,6,74,0,0,"[{'property': 21, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 9, 'implicitMaxValue': 15}, {'property': 92, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 21, 'implicitMaxValue': 40}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Copper Amulet,0,18,0,0,"[{'property': 15, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.06, 'implicitMaxValue': 0.2}, {'property': 0, 'specialTag': 0, 'tags': 258, 'type': 0, 'implicitValue': 2, 'implicitMaxValue': 3}]",0.0,1.0,0,0,0,Strong Mind,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 30, 'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '150% of maximum mana added as stun avoidance', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Cast a small lightning explosion when you are stunned', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",Stand Fast,IIwBgTCkg7CxA.png,True,,,,,,,,,,,,,,,
